timestamp,open,high,low,close,volume
2024-12-26 08:00:00+00:00,0.32357,0.3244,0.31387,0.31676,30219540.0
2024-12-26 09:00:00+00:00,0.31676,0.3186,0.31651,0.31669,9249992.0
2024-12-26 10:00:00+00:00,0.31669,0.31741,0.31501,0.31651,12265405.0
2024-12-26 11:00:00+00:00,0.31651,0.31915,0.31641,0.3176,10992821.0
2024-12-26 12:00:00+00:00,0.3176,0.3181,0.31577,0.31643,8073523.0
2024-12-26 13:00:00+00:00,0.31643,0.31688,0.31352,0.31613,8735573.0
2024-12-26 14:00:00+00:00,0.31613,0.31845,0.31255,0.31425,15671654.0
2024-12-26 15:00:00+00:00,0.31425,0.31672,0.31306,0.31432,7632248.0
2024-12-26 16:00:00+00:00,0.31432,0.31732,0.31401,0.31656,8966838.0
2024-12-26 17:00:00+00:00,0.31656,0.31656,0.31018,0.31299,14252795.0
2024-12-26 18:00:00+00:00,0.31299,0.31448,0.31153,0.31413,6328580.0
2024-12-26 19:00:00+00:00,0.31413,0.31448,0.31145,0.31406,3333592.0
2024-12-26 20:00:00+00:00,0.31406,0.31442,0.31054,0.31217,3140323.0
2024-12-26 21:00:00+00:00,0.31217,0.31365,0.30831,0.31343,9249486.0
2024-12-26 22:00:00+00:00,0.31343,0.31496,0.31248,0.31308,4325166.0
2024-12-26 23:00:00+00:00,0.31308,0.31338,0.30965,0.31251,6449175.0
2024-12-27 00:00:00+00:00,0.31251,0.31388,0.31,0.31267,6664812.0
2024-12-27 01:00:00+00:00,0.31267,0.3154,0.31125,0.3135,6943407.0
2024-12-27 02:00:00+00:00,0.3135,0.31651,0.31222,0.31367,5997108.0
2024-12-27 03:00:00+00:00,0.31367,0.31614,0.31279,0.31524,4696871.0
2024-12-27 04:00:00+00:00,0.31524,0.31667,0.31368,0.31416,4062741.0
2024-12-27 05:00:00+00:00,0.31416,0.3146,0.31173,0.3143,6962897.0
2024-12-27 06:00:00+00:00,0.3143,0.31737,0.3143,0.31724,6255858.0
2024-12-27 07:00:00+00:00,0.31724,0.31735,0.30857,0.31153,13984128.0
2024-12-27 08:00:00+00:00,0.31153,0.31647,0.31137,0.31523,10352732.0
2024-12-27 09:00:00+00:00,0.31523,0.32476,0.31508,0.32182,29529910.0
2024-12-27 10:00:00+00:00,0.32182,0.32234,0.31709,0.31995,11107196.0
2024-12-27 11:00:00+00:00,0.31995,0.32163,0.31917,0.32159,5300151.0
2024-12-27 12:00:00+00:00,0.32159,0.32198,0.31917,0.31968,3243948.0
2024-12-27 13:00:00+00:00,0.31968,0.32007,0.31647,0.3173,7876154.0
2024-12-27 14:00:00+00:00,0.3173,0.3177,0.31166,0.31531,16964130.0
2024-12-27 15:00:00+00:00,0.31531,0.31534,0.30924,0.31179,18413291.0
2024-12-27 16:00:00+00:00,0.31179,0.31294,0.30973,0.31099,6747231.0
2024-12-27 17:00:00+00:00,0.31099,0.31555,0.30984,0.31472,6406894.0
2024-12-27 18:00:00+00:00,0.31472,0.31536,0.31261,0.31463,4435108.0
2024-12-27 19:00:00+00:00,0.31463,0.31547,0.31382,0.31527,3067972.0
2024-12-27 20:00:00+00:00,0.31527,0.31549,0.31283,0.31431,3064004.0
2024-12-27 21:00:00+00:00,0.31431,0.31472,0.311,0.31115,2532301.0
2024-12-27 22:00:00+00:00,0.31115,0.31317,0.30986,0.31144,4007965.0
2024-12-27 23:00:00+00:00,0.31144,0.31239,0.3098,0.31166,3587694.0
2024-12-28 00:00:00+00:00,0.31166,0.31407,0.31144,0.31388,4361562.0
2024-12-28 01:00:00+00:00,0.31388,0.31481,0.31119,0.31337,6340519.0
2024-12-28 02:00:00+00:00,0.31337,0.31475,0.3127,0.31331,5165059.0
2024-12-28 03:00:00+00:00,0.31331,0.3153,0.31325,0.31471,2418668.0
2024-12-28 04:00:00+00:00,0.31471,0.31474,0.31336,0.31361,1729978.0
2024-12-28 05:00:00+00:00,0.31361,0.31596,0.31361,0.31544,4569010.0
