timestamp,open,high,low,close,volume
2025-01-03 18:40:00+00:00,350.84,352.22,350.63,352.01,53.4
2025-01-03 18:45:00+00:00,352.01,352.65,351.64,352.38,49.7
2025-01-03 18:50:00+00:00,352.38,352.44,350.49,351.09,79.7
2025-01-03 18:55:00+00:00,351.09,351.24,350.63,350.99,40.6
2025-01-03 19:00:00+00:00,350.99,351.28,350.38,351.26,126.1
2025-01-03 19:05:00+00:00,351.26,352.38,351.03,352.01,394.6
2025-01-03 19:10:00+00:00,352.01,352.3,351.58,351.58,175.2
2025-01-03 19:15:00+00:00,351.58,352.55,351.52,352.32,94.8
2025-01-03 19:20:00+00:00,352.32,352.48,351.61,351.61,161.4
2025-01-03 19:25:00+00:00,351.61,352.34,351.61,352.34,32.0
2025-01-03 19:30:00+00:00,352.34,352.74,352.24,352.5,33.9
2025-01-03 19:35:00+00:00,352.5,352.51,351.74,352.25,21.3
2025-01-03 19:40:00+00:00,352.25,353.65,352.25,353.42,77.6
2025-01-03 19:45:00+00:00,353.42,353.63,352.1,352.34,92.1
2025-01-03 19:50:00+00:00,352.34,352.7,352.2,352.7,188.8
2025-01-03 19:55:00+00:00,352.7,353.06,352.46,352.81,67.3
2025-01-03 20:00:00+00:00,352.81,352.84,350.55,350.55,394.3
2025-01-03 20:05:00+00:00,350.55,351.28,350.14,350.14,83.6
2025-01-03 20:10:00+00:00,350.14,350.27,349.07,350.02,404.5
2025-01-03 20:15:00+00:00,350.02,350.63,350.02,350.17,16.0
2025-01-03 20:20:00+00:00,350.17,351.58,350.03,350.96,173.8
2025-01-03 20:25:00+00:00,350.96,351.81,350.96,351.59,13.3
2025-01-03 20:30:00+00:00,351.59,351.8,350.58,350.86,121.4
2025-01-03 20:35:00+00:00,350.86,351.25,350.23,350.33,113.1
2025-01-03 20:40:00+00:00,350.33,350.74,349.75,350.66,10.3
2025-01-03 20:45:00+00:00,350.66,351.16,350.22,350.55,22.3
2025-01-03 20:50:00+00:00,350.55,350.55,349.78,349.96,11.5
2025-01-03 20:55:00+00:00,349.96,350.3,349.56,349.88,64.0
2025-01-03 21:00:00+00:00,349.88,350.07,349.04,349.28,86.9
2025-01-03 21:05:00+00:00,349.28,351.47,349.28,351.03,83.2
2025-01-03 21:10:00+00:00,351.03,351.11,350.26,350.6,3.4
2025-01-03 21:15:00+00:00,350.6,351.35,350.47,351.05,26.9
2025-01-03 21:20:00+00:00,351.05,351.6,350.26,351.6,30.6
2025-01-03 21:25:00+00:00,351.6,352.59,351.35,352.32,117.7
2025-01-03 21:30:00+00:00,352.32,352.68,352.13,352.13,121.8
2025-01-03 21:35:00+00:00,352.13,352.99,351.83,352.7,40.6
2025-01-03 21:40:00+00:00,352.7,353.14,352.49,352.85,36.2
2025-01-03 21:45:00+00:00,352.85,352.85,351.51,351.67,22.7
2025-01-03 21:50:00+00:00,351.67,352.04,351.42,351.84,39.4
2025-01-03 21:55:00+00:00,351.84,351.89,351.12,351.61,38.1
2025-01-03 22:00:00+00:00,351.61,352.43,351.61,352.43,26.4
2025-01-03 22:05:00+00:00,352.43,352.43,351.19,351.62,54.8
2025-01-03 22:10:00+00:00,351.62,352.71,351.21,352.7,18.9
2025-01-03 22:15:00+00:00,352.7,352.75,351.84,352.74,15.9
2025-01-03 22:20:00+00:00,352.74,352.92,352.1,352.41,95.4
2025-01-03 22:25:00+00:00,352.41,352.83,352.17,352.43,76.4
2025-01-03 22:30:00+00:00,352.43,352.47,351.61,351.7,249.5
2025-01-03 22:35:00+00:00,351.7,351.75,351.3,351.73,48.8
2025-01-03 22:40:00+00:00,351.73,351.73,351.2,351.2,10.7
2025-01-03 22:45:00+00:00,351.2,351.4,350.85,351.28,170.9
2025-01-03 22:50:00+00:00,351.28,351.37,350.92,351.06,24.2
2025-01-03 22:55:00+00:00,351.06,351.16,350.57,351.07,4.8
2025-01-03 23:00:00+00:00,351.07,352.68,351.07,351.86,160.1
2025-01-03 23:05:00+00:00,351.86,352.2,351.28,351.41,291.4
2025-01-03 23:10:00+00:00,351.41,351.43,350.96,351.33,12.1
2025-01-03 23:15:00+00:00,351.33,351.47,350.63,351.2,60.9
2025-01-03 23:20:00+00:00,351.2,351.38,350.79,351.38,8.9
2025-01-03 23:25:00+00:00,351.38,351.44,351.14,351.18,15.9
2025-01-03 23:30:00+00:00,351.18,351.18,350.25,351.08,134.0
2025-01-03 23:35:00+00:00,351.08,351.15,350.29,350.35,12.9
2025-01-03 23:40:00+00:00,350.35,350.43,350.04,350.22,20.3
2025-01-03 23:45:00+00:00,350.22,350.54,349.83,349.99,53.4
2025-01-03 23:50:00+00:00,349.99,350.48,349.88,350.08,29.3
2025-01-03 23:55:00+00:00,350.08,350.95,350.08,350.82,48.5
2025-01-04 00:00:00+00:00,350.82,351.32,349.92,350.06,139.0
2025-01-04 00:05:00+00:00,350.06,350.06,348.93,348.94,108.0
2025-01-04 00:10:00+00:00,348.94,349.02,348.26,348.43,239.0
2025-01-04 00:15:00+00:00,348.43,350.1,347.96,349.9,139.8
2025-01-04 00:20:00+00:00,349.9,350.04,349.27,349.62,23.2
2025-01-04 00:25:00+00:00,349.62,349.85,348.62,348.74,23.6
2025-01-04 00:30:00+00:00,348.74,349.0,348.0,348.04,61.6
2025-01-04 00:35:00+00:00,348.04,348.04,346.19,346.34,217.7
2025-01-04 00:40:00+00:00,346.34,346.52,345.42,345.42,239.0
2025-01-04 00:45:00+00:00,345.42,346.27,345.2,345.2,65.8
2025-01-04 00:50:00+00:00,345.2,345.59,344.62,345.27,181.0
2025-01-04 00:55:00+00:00,345.27,345.48,344.55,344.78,370.7
2025-01-04 01:00:00+00:00,344.78,345.03,343.91,343.91,454.1
2025-01-04 01:05:00+00:00,343.91,344.3,343.2,343.22,228.3
2025-01-04 01:10:00+00:00,343.22,343.22,342.14,342.4,239.9
2025-01-04 01:15:00+00:00,342.4,343.48,342.01,343.24,106.3
2025-01-04 01:20:00+00:00,343.24,344.21,342.85,344.05,117.2
2025-01-04 01:25:00+00:00,344.05,344.12,343.34,343.5,191.5
2025-01-04 01:30:00+00:00,343.5,343.64,342.64,343.07,30.4
2025-01-04 01:35:00+00:00,343.07,343.81,343.07,343.67,252.9
2025-01-04 01:40:00+00:00,343.67,343.77,342.95,343.14,94.5
2025-01-04 01:45:00+00:00,343.14,343.39,342.74,342.97,43.3
2025-01-04 01:50:00+00:00,342.97,343.75,342.93,343.63,72.6
2025-01-04 01:55:00+00:00,343.63,344.2,343.26,343.26,98.9
2025-01-04 02:00:00+00:00,343.26,343.85,343.2,343.2,121.6
2025-01-04 02:05:00+00:00,343.2,343.2,342.02,342.25,140.7
2025-01-04 02:10:00+00:00,342.25,342.89,342.07,342.76,34.0
2025-01-04 02:15:00+00:00,342.76,343.03,342.24,342.44,111.8
2025-01-04 02:20:00+00:00,342.44,342.87,342.28,342.69,263.7
2025-01-04 02:25:00+00:00,342.69,342.69,341.3,341.36,90.4
2025-01-04 02:30:00+00:00,341.36,342.48,340.73,342.48,507.5
2025-01-04 02:35:00+00:00,342.48,343.5,342.44,343.25,164.1
2025-01-04 02:40:00+00:00,343.25,343.95,343.22,343.95,85.5
